id,bccc_path_fixed,sample_reason,review_pending,primary_class,n_pos,pragma,Class01:ExternalBug,Class02:GasException,Class03:MishandledException,Class04:Timestamp,Class06:UnusedReturn,Class08:CallToUnknown,Class09:DenialOfService,Class10:IntegerUO,Class11:Reentrancy,Class12:NonVulnerable,slither_status,slither_hits,agreement_per_class,disagreement_score
42bc44f4db1581fad779fecaceaa249c75d51d0f9504a01d2f3794c709ea0d82,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/42bc44f4db1581fad779fecaceaa249c75d51d0f9504a01d2f3794c709ea0d82.sol,review_pending,1,CallToUnknown,3,^0.4.4,0,0,0,0,0,1,0,0,1,1,,,,-1
42e032a2b7fe9a0f90c71b1ca4db0ba17b8357fc3ff2e7babdeb09eafbfa0f9d,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/42e032a2b7fe9a0f90c71b1ca4db0ba17b8357fc3ff2e7babdeb09eafbfa0f9d.sol,review_pending,1,CallToUnknown,3,^0.4.4,0,0,0,0,0,1,0,0,1,1,,,,-1
42e22b132015088b989e54dc47fbe1ae35b5f69d298fcdc2766714937bac2226,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/42e22b132015088b989e54dc47fbe1ae35b5f69d298fcdc2766714937bac2226.sol,review_pending,1,CallToUnknown,3,^0.4.4,0,0,0,0,0,1,0,0,1,1,,,,-1
43196f8e7acc436016a2a1d952086d59e9b91878b5a9880b2deaa256871f3631,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/43196f8e7acc436016a2a1d952086d59e9b91878b5a9880b2deaa256871f3631.sol,review_pending,1,CallToUnknown,3,^0.4.11,0,0,0,0,0,1,0,0,1,1,,,,-1
436972397c6c6171dae20da7bc9e004c4cd3067a01770cc9dd4f950932936745,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/436972397c6c6171dae20da7bc9e004c4cd3067a01770cc9dd4f950932936745.sol,review_pending,1,CallToUnknown,3,^0.4.4,0,0,0,0,0,1,0,0,1,1,,,,-1
43780fe12b065da4c63dd3c448a9ab2ef8b2cb09c0408dcabdc423f3f99f39fb,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/43780fe12b065da4c63dd3c448a9ab2ef8b2cb09c0408dcabdc423f3f99f39fb.sol,review_pending,1,CallToUnknown,3,^0.4.8,0,0,0,0,0,1,0,0,1,1,,,,-1
43d8afae0d7dcb58bcf01339592223c46759029b92c8349bdaa713017d1aab21,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/43d8afae0d7dcb58bcf01339592223c46759029b92c8349bdaa713017d1aab21.sol,review_pending,1,CallToUnknown,3,^0.4.4,0,0,0,0,0,1,0,0,1,1,,,,-1
43ff199f572fa7726e90469c1144a5731641fb804553c64d7c9220803baed9e2,BCCC-SCsVul-2024/SourceCodes/IntegerUO/43ff199f572fa7726e90469c1144a5731641fb804553c64d7c9220803baed9e2.sol,review_pending,1,IntegerUO,2,^0.4.23,0,0,0,0,0,0,0,1,0,1,,,,-1
44090f040d0e465c041169737f288a3cfe95b0bab107929740fa692b190532cc,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/44090f040d0e465c041169737f288a3cfe95b0bab107929740fa692b190532cc.sol,review_pending,1,CallToUnknown,3,^0.4.6,0,0,0,0,0,1,0,0,1,1,,,,-1
4423993dd2a577837d9e59ea02dd08a93c10d09312f87dac172a4a8532d7e2b0,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/4423993dd2a577837d9e59ea02dd08a93c10d09312f87dac172a4a8532d7e2b0.sol,review_pending,1,CallToUnknown,3,^0.4.18,0,0,0,0,0,1,0,0,1,1,,,,-1
4434c11e5f99093ecc2331f2efe7278dca3c8aeec89d819a4671ca280591b049,BCCC-SCsVul-2024/SourceCodes/NonVulnerable/4434c11e5f99093ecc2331f2efe7278dca3c8aeec89d819a4671ca280591b049.sol,review_pending,1,Timestamp,2,^0.4.21,0,0,0,1,0,0,0,0,0,1,,,,-1
4462a62ab6212f5e9784a535aadf2761095ce14098b4776e3273f3150b299c5b,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/4462a62ab6212f5e9784a535aadf2761095ce14098b4776e3273f3150b299c5b.sol,review_pending,1,CallToUnknown,3,^0.4.11,0,0,0,0,0,1,0,0,1,1,,,,-1
446aaf450270cf62866a7e7c68b51dd5d58e5e3b1145345c7dcb8597d3eedc32,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/446aaf450270cf62866a7e7c68b51dd5d58e5e3b1145345c7dcb8597d3eedc32.sol,review_pending,1,CallToUnknown,3,^0.4.15,0,0,0,0,0,1,0,0,1,1,,,,-1
44762ab0b95d2856835883137a55a7be0ba1cbfee93de3606cc90ec08db694d4,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/44762ab0b95d2856835883137a55a7be0ba1cbfee93de3606cc90ec08db694d4.sol,review_pending,1,CallToUnknown,3,^0.4.24,0,0,0,0,0,1,0,0,1,1,,,,-1
449f49b5a9416074a41cef2707ced99ea3178c79e35be81394097daeb75b2c45,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/449f49b5a9416074a41cef2707ced99ea3178c79e35be81394097daeb75b2c45.sol,review_pending,1,CallToUnknown,3,^0.4.4,0,0,0,0,0,1,0,0,1,1,,,,-1
44aa92530819839180bc987da0286f2d5597156e3c22381febcc1aa5d08efd72,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/44aa92530819839180bc987da0286f2d5597156e3c22381febcc1aa5d08efd72.sol,review_pending,1,CallToUnknown,3,^0.4.18,0,0,0,0,0,1,0,0,1,1,,,,-1
44c2026d316278264433019e8e8bc0720208c9ffa60a51eac7f9e50583366a19,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/44c2026d316278264433019e8e8bc0720208c9ffa60a51eac7f9e50583366a19.sol,review_pending,1,CallToUnknown,3,^0.4.17,0,0,0,0,0,1,0,0,1,1,,,,-1
44efc52d7f148c24f9241c822aa9c505fe058c3250a8bf3942977b996eca8a76,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/44efc52d7f148c24f9241c822aa9c505fe058c3250a8bf3942977b996eca8a76.sol,review_pending,1,CallToUnknown,3,^0.4.13,0,0,0,0,0,1,0,0,1,1,,,,-1
44fdb043e25befc08ae998d39f5998797b1f282e0c1e3088b93199fe46565153,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/44fdb043e25befc08ae998d39f5998797b1f282e0c1e3088b93199fe46565153.sol,review_pending,1,CallToUnknown,3,^0.4.21,0,0,0,0,0,1,0,0,1,1,,,,-1
4516b687984ed19a0b0437c29680d32156854585014b606c8a3dce1b7270c2d5,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/4516b687984ed19a0b0437c29680d32156854585014b606c8a3dce1b7270c2d5.sol,review_pending,1,CallToUnknown,3,^0.4.18,0,0,0,0,0,1,0,0,1,1,,,,-1
4538dd426fe1eef6f78ba6845dde324a3fadb9358caa48a0eeb95b55fdb523d3,BCCC-SCsVul-2024/SourceCodes/DenialOfService/4538dd426fe1eef6f78ba6845dde324a3fadb9358caa48a0eeb95b55fdb523d3.sol,review_pending,1,GasException,4,^0.4.16,0,1,0,0,0,0,1,0,1,1,,,,-1
4597907d2737e9161b61b5c511bae11c1944a4cf152ba4baddfa536a9bb433c6,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/4597907d2737e9161b61b5c511bae11c1944a4cf152ba4baddfa536a9bb433c6.sol,review_pending,1,CallToUnknown,3,^0.4.4,0,0,0,0,0,1,0,0,1,1,,,,-1
45fc865773e2d889d6f09ea22fba9c359d5693770b748111a4b2962c764de0c1,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/45fc865773e2d889d6f09ea22fba9c359d5693770b748111a4b2962c764de0c1.sol,review_pending,1,CallToUnknown,3,^0.4.4,0,0,0,0,0,1,0,0,1,1,,,,-1
46f35214c9801d2b7d7dc78e5325eb2feebdbe23cb7baa044935c772721caabd,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/46f35214c9801d2b7d7dc78e5325eb2feebdbe23cb7baa044935c772721caabd.sol,review_pending,1,CallToUnknown,3,^0.4.18,0,0,0,0,0,1,0,0,1,1,,,,-1
474649f3c6177a74a0d36058ffce8c3415f1596ddff6790e0ac77b98727adfc8,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/474649f3c6177a74a0d36058ffce8c3415f1596ddff6790e0ac77b98727adfc8.sol,review_pending,1,CallToUnknown,3,^0.4.0,0,0,0,0,0,1,0,0,1,1,,,,-1
474eeaa99e58e1538d57461ad03a1f6177fcd4d12f3ff2ae32ca06e9292ec546,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/474eeaa99e58e1538d57461ad03a1f6177fcd4d12f3ff2ae32ca06e9292ec546.sol,review_pending,1,CallToUnknown,3,^0.4.2,0,0,0,0,0,1,0,0,1,1,,,,-1
4776c35df90eab4c4a295cd156dbef48fbfbe1355c95a0b247a5aa786588684f,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/4776c35df90eab4c4a295cd156dbef48fbfbe1355c95a0b247a5aa786588684f.sol,review_pending,1,CallToUnknown,3,^0.4.4,0,0,0,0,0,1,0,0,1,1,,,,-1
4785b8f2d5c34546fbf12e590502f1f2107cd47f6ecbf0de60deb00fd83fdec0,BCCC-SCsVul-2024/SourceCodes/NonVulnerable/4785b8f2d5c34546fbf12e590502f1f2107cd47f6ecbf0de60deb00fd83fdec0.sol,review_pending,1,Timestamp,2,,0,0,0,1,0,0,0,0,0,1,,,,-1
478a54e9201b627243f67e7aa084988dc7badadf0e1e5fb07b9e4c77638d3c99,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/478a54e9201b627243f67e7aa084988dc7badadf0e1e5fb07b9e4c77638d3c99.sol,review_pending,1,CallToUnknown,3,^0.4.11,0,0,0,0,0,1,0,0,1,1,,,,-1
47a6db894e22aa1ee54b7741bbfeee24d70f7fc4bdfb23e4b2c79deb52009690,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/47a6db894e22aa1ee54b7741bbfeee24d70f7fc4bdfb23e4b2c79deb52009690.sol,review_pending,1,CallToUnknown,3,^0.4.4,0,0,0,0,0,1,0,0,1,1,,,,-1
47c039726e4513b0a79f398a90ccfeb715e9a3415c02f09f106c1d170395e6a1,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/47c039726e4513b0a79f398a90ccfeb715e9a3415c02f09f106c1d170395e6a1.sol,review_pending,1,CallToUnknown,3,^0.4.15,0,0,0,0,0,1,0,0,1,1,,,,-1
48c65de58363f814c9bd077fbebe113d8ed6bc35dcf1bd6792642bbda94f6920,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/48c65de58363f814c9bd077fbebe113d8ed6bc35dcf1bd6792642bbda94f6920.sol,review_pending,1,CallToUnknown,3,^0.4.4,0,0,0,0,0,1,0,0,1,1,,,,-1
48c742e7c2e01f023e7b4f0a0c9a6df00410a361ad29af97778833abd5d717a0,BCCC-SCsVul-2024/SourceCodes/IntegerUO/48c742e7c2e01f023e7b4f0a0c9a6df00410a361ad29af97778833abd5d717a0.sol,review_pending,1,IntegerUO,2,^0.4.24,0,0,0,0,0,0,0,1,0,1,,,,-1
48dc0e6f0be81d54192d42fe50af14df0bcff0f7141a556d809029cd3eb83c31,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/48dc0e6f0be81d54192d42fe50af14df0bcff0f7141a556d809029cd3eb83c31.sol,review_pending,1,CallToUnknown,3,^0.4.4,0,0,0,0,0,1,0,0,1,1,,,,-1
497f5e99f49e62b0422c2d06e6ae06e297c268904034865c55dc78c9b682a6b5,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/497f5e99f49e62b0422c2d06e6ae06e297c268904034865c55dc78c9b682a6b5.sol,review_pending,1,CallToUnknown,3,^0.4.4,0,0,0,0,0,1,0,0,1,1,,,,-1
49aa4156324923fff8001d9926f13a945d2f980fb8fca4efc6af88f2165c105b,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/49aa4156324923fff8001d9926f13a945d2f980fb8fca4efc6af88f2165c105b.sol,review_pending,1,CallToUnknown,3,0.4.24,0,0,0,0,0,1,0,0,1,1,,,,-1
49afc5c9ce842ccca5adbfb4bd91ff042beec2d24ce8999b33fa38a9a90ee5c4,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/49afc5c9ce842ccca5adbfb4bd91ff042beec2d24ce8999b33fa38a9a90ee5c4.sol,review_pending,1,CallToUnknown,3,^0.4.24,0,0,0,0,0,1,0,0,1,1,,,,-1
4ad02f839bfade8819f3ab38fec581c708aa01428e3966f7867a90180027eb0b,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/4ad02f839bfade8819f3ab38fec581c708aa01428e3966f7867a90180027eb0b.sol,review_pending,1,CallToUnknown,3,^0.4.11,0,0,0,0,0,1,0,0,1,1,,,,-1
4b035c18860f6beff8fc18ff0b870f3259acdca5ec975f9ff5a1fd7a74c3929d,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/4b035c18860f6beff8fc18ff0b870f3259acdca5ec975f9ff5a1fd7a74c3929d.sol,review_pending,1,CallToUnknown,3,^0.4.11,0,0,0,0,0,1,0,0,1,1,,,,-1
4b0a1c7fa699b4846af492b32230f2b13f9b4aacd5f494c618a75c63abaccdf3,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/4b0a1c7fa699b4846af492b32230f2b13f9b4aacd5f494c618a75c63abaccdf3.sol,review_pending,1,CallToUnknown,3,^0.4.4,0,0,0,0,0,1,0,0,1,1,,,,-1
4b3432b8ea4aa1832574a65116842d2a3aa9a2eaf6d05534294dabeeffd3de97,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/4b3432b8ea4aa1832574a65116842d2a3aa9a2eaf6d05534294dabeeffd3de97.sol,review_pending,1,CallToUnknown,3,^0.4.17,0,0,0,0,0,1,0,0,1,1,,,,-1
4b54e24386adbba36b2ce7fe2344803f5d42c45af4351417d174ddcf9f9ce303,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/4b54e24386adbba36b2ce7fe2344803f5d42c45af4351417d174ddcf9f9ce303.sol,review_pending,1,CallToUnknown,3,^0.4.11,0,0,0,0,0,1,0,0,1,1,,,,-1
4c578acc2e6250f279dcd2eccede4b48d892d2b7bbad3ef6ef94805787e19f30,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/4c578acc2e6250f279dcd2eccede4b48d892d2b7bbad3ef6ef94805787e19f30.sol,review_pending,1,CallToUnknown,3,,0,0,0,0,0,1,0,0,1,1,,,,-1
4c97f0b646d30e087b0ee221002aff17b868c78c17924f37de8616c81daf96b0,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/4c97f0b646d30e087b0ee221002aff17b868c78c17924f37de8616c81daf96b0.sol,review_pending,1,CallToUnknown,3,,0,0,0,0,0,1,0,0,1,1,,,,-1
4ca032ce5406e5201abb7b41b6add9483b84c79c73ff37f961ecd8f98005ef80,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/4ca032ce5406e5201abb7b41b6add9483b84c79c73ff37f961ecd8f98005ef80.sol,review_pending,1,CallToUnknown,3,^0.4.19,0,0,0,0,0,1,0,0,1,1,,,,-1
4ca966cd92ba65cacd25998ee43f50005e182eaa82db8bc1b7c5341df5c741e7,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/4ca966cd92ba65cacd25998ee43f50005e182eaa82db8bc1b7c5341df5c741e7.sol,review_pending,1,CallToUnknown,3,^0.4.15,0,0,0,0,0,1,0,0,1,1,,,,-1
4d53aeab890e435f38acaeb6ac282dfcc4556d655ebebf416e9a1103377ddd88,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/4d53aeab890e435f38acaeb6ac282dfcc4556d655ebebf416e9a1103377ddd88.sol,review_pending,1,CallToUnknown,3,^0.4.11,0,0,0,0,0,1,0,0,1,1,,,,-1
4d55c18d2ffa8b3bc67d04c83eb8c17ab57deededa28975d3c519e90bf35ac23,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/4d55c18d2ffa8b3bc67d04c83eb8c17ab57deededa28975d3c519e90bf35ac23.sol,review_pending,1,CallToUnknown,3,^0.4.16,0,0,0,0,0,1,0,0,1,1,,,,-1
4d5d5a5cac46d43df4d6cfefcaf47479c6763325b773da39cdd6f258f2689759,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/4d5d5a5cac46d43df4d6cfefcaf47479c6763325b773da39cdd6f258f2689759.sol,review_pending,1,CallToUnknown,3,^0.4.4,0,0,0,0,0,1,0,0,1,1,,,,-1
4dabba32c8a3e38dedab95ce4d52de95fea61a3f8dbbf838895bc007f56f2f67,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/4dabba32c8a3e38dedab95ce4d52de95fea61a3f8dbbf838895bc007f56f2f67.sol,review_pending,1,CallToUnknown,3,^0.4.4,0,0,0,0,0,1,0,0,1,1,,,,-1
4dcd4e0aa0804b0e8d7a63e3c7e0d6c1d349628b33d5a43f9985ff8af0b833a8,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/4dcd4e0aa0804b0e8d7a63e3c7e0d6c1d349628b33d5a43f9985ff8af0b833a8.sol,review_pending,1,CallToUnknown,3,^0.4.8,0,0,0,0,0,1,0,0,1,1,,,,-1
4de64a8267e8726e3d6490d58e1bfb28b3a1fff0cd98c96be76921513bb0bb3e,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/4de64a8267e8726e3d6490d58e1bfb28b3a1fff0cd98c96be76921513bb0bb3e.sol,review_pending,1,CallToUnknown,3,^0.4.4,0,0,0,0,0,1,0,0,1,1,,,,-1
4e2659a6ec11ec35214fe59a8b366adee9671d853da26e5a2365256f8ab6fd65,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/4e2659a6ec11ec35214fe59a8b366adee9671d853da26e5a2365256f8ab6fd65.sol,review_pending,1,CallToUnknown,3,^0.4.4,0,0,0,0,0,1,0,0,1,1,,,,-1
4e420f89b14e1605d262786cc33480bea66dcc2587ce3799a59b637a0a7d302b,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/4e420f89b14e1605d262786cc33480bea66dcc2587ce3799a59b637a0a7d302b.sol,review_pending,1,CallToUnknown,3,^0.4.4,0,0,0,0,0,1,0,0,1,1,,,,-1
4e9abc520cccfa5b5a047c0189f722e2ad09a7fd17dddadd6bb8760f4c4e1957,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/4e9abc520cccfa5b5a047c0189f722e2ad09a7fd17dddadd6bb8760f4c4e1957.sol,review_pending,1,CallToUnknown,3,^0.4.15,0,0,0,0,0,1,0,0,1,1,,,,-1
4ea77079347e61feb9bfc4cb2afcfb607884dcf9cdc282b39d0eca49f2e44358,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/4ea77079347e61feb9bfc4cb2afcfb607884dcf9cdc282b39d0eca49f2e44358.sol,review_pending,1,CallToUnknown,3,^0.4.18,0,0,0,0,0,1,0,0,1,1,,,,-1
50d2e8df1ba15e88b3b772b8f0b256cfeb0ee5c8c347d7f2d0641d5c0b04e4fc,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/50d2e8df1ba15e88b3b772b8f0b256cfeb0ee5c8c347d7f2d0641d5c0b04e4fc.sol,review_pending,1,CallToUnknown,3,^0.4.4,0,0,0,0,0,1,0,0,1,1,,,,-1
5110713a246e4d355417735ab54c1cb42c420173cdedaa98183e31f8787f5e5f,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/5110713a246e4d355417735ab54c1cb42c420173cdedaa98183e31f8787f5e5f.sol,review_pending,1,CallToUnknown,3,^0.4.14,0,0,0,0,0,1,0,0,1,1,,,,-1
517da3af12990587ff25b04a3996be7422e090d5e3738967ed0ba07f67ee9f03,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/517da3af12990587ff25b04a3996be7422e090d5e3738967ed0ba07f67ee9f03.sol,review_pending,1,CallToUnknown,3,^0.4.4,0,0,0,0,0,1,0,0,1,1,,,,-1
51ab5b08dd2b9bc309de2d53e1fe8c69543d88639da4efff556552486d842e59,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/51ab5b08dd2b9bc309de2d53e1fe8c69543d88639da4efff556552486d842e59.sol,review_pending,1,CallToUnknown,3,^0.4.15,0,0,0,0,0,1,0,0,1,1,,,,-1
526e8516a8b7027479291cb99b584e6ecdd8fec67b15b47ce38896c3f8fab751,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/526e8516a8b7027479291cb99b584e6ecdd8fec67b15b47ce38896c3f8fab751.sol,review_pending,1,CallToUnknown,3,^0.4.4,0,0,0,0,0,1,0,0,1,1,,,,-1
52a618405128e4208f7b22674d07cb0d01341ed6eab746f340e336b55370cb02,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/52a618405128e4208f7b22674d07cb0d01341ed6eab746f340e336b55370cb02.sol,review_pending,1,CallToUnknown,3,^0.4.4,0,0,0,0,0,1,0,0,1,1,,,,-1
534b8748c28bc09594af8ac2ed8ffab5e30883f4a0b8f6c898d4baf317774f6c,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/534b8748c28bc09594af8ac2ed8ffab5e30883f4a0b8f6c898d4baf317774f6c.sol,review_pending,1,CallToUnknown,3,^0.4.11,0,0,0,0,0,1,0,0,1,1,,,,-1
53b9d54d30a44daca5f0e72533cf6a1ba452ddaf3419b490a0f5bfcc97cae387,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/53b9d54d30a44daca5f0e72533cf6a1ba452ddaf3419b490a0f5bfcc97cae387.sol,review_pending,1,CallToUnknown,3,^0.4.4,0,0,0,0,0,1,0,0,1,1,,,,-1
5484f076e611a3ac7ad8132c8f0e3c00616d1373cb74d372e4f07c4385aa3d98,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/5484f076e611a3ac7ad8132c8f0e3c00616d1373cb74d372e4f07c4385aa3d98.sol,review_pending,1,CallToUnknown,3,^0.4.4,0,0,0,0,0,1,0,0,1,1,,,,-1
54cde5c6e339ee590d594dfc259254a1745e57d31d17bbb4844af23b4de48fdb,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/54cde5c6e339ee590d594dfc259254a1745e57d31d17bbb4844af23b4de48fdb.sol,review_pending,1,CallToUnknown,3,^0.4.4,0,0,0,0,0,1,0,0,1,1,,,,-1
54f6adc9858277e0985aa1748b409d9ed9c6cac5e27416053271a25209779faa,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/54f6adc9858277e0985aa1748b409d9ed9c6cac5e27416053271a25209779faa.sol,review_pending,1,CallToUnknown,3,^0.4.11,0,0,0,0,0,1,0,0,1,1,,,,-1
55b03336c0e983d5a5def6d33c3e3424a1255a650b612dced24371b8b2b26acb,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/55b03336c0e983d5a5def6d33c3e3424a1255a650b612dced24371b8b2b26acb.sol,review_pending,1,CallToUnknown,3,^0.4.8,0,0,0,0,0,1,0,0,1,1,,,,-1
55c1e53b37f34834ed5bc29a452857005047321f1c5ef212edfbbbca2b034049,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/55c1e53b37f34834ed5bc29a452857005047321f1c5ef212edfbbbca2b034049.sol,review_pending,1,CallToUnknown,3,^0.4.4,0,0,0,0,0,1,0,0,1,1,,,,-1
5660351f852d7f6e4b3ee8e15c1c3ddab485b82c053f3461e7de1444c155b0bd,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/5660351f852d7f6e4b3ee8e15c1c3ddab485b82c053f3461e7de1444c155b0bd.sol,review_pending,1,CallToUnknown,3,,0,0,0,0,0,1,0,0,1,1,,,,-1
5667673801cb414ec961ca968b593b4c271291122d8d7e585ae3ca4f8cfd3afb,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/5667673801cb414ec961ca968b593b4c271291122d8d7e585ae3ca4f8cfd3afb.sol,review_pending,1,CallToUnknown,3,^0.4.4,0,0,0,0,0,1,0,0,1,1,,,,-1
56d5f142b630b604356e1eacfe3cff9de81b1f3351b5df322cd4380d0aa218ce,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/56d5f142b630b604356e1eacfe3cff9de81b1f3351b5df322cd4380d0aa218ce.sol,review_pending,1,CallToUnknown,3,^0.4.4,0,0,0,0,0,1,0,0,1,1,,,,-1
57748f20a714091c1b9a07bbf748fe8577662e4c89508e6c81ba22cbdda15319,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/57748f20a714091c1b9a07bbf748fe8577662e4c89508e6c81ba22cbdda15319.sol,review_pending,1,CallToUnknown,3,^0.4.6,0,0,0,0,0,1,0,0,1,1,,,,-1
590e6636a3aa636bb3d6322f27d80bae116561f107583f40f08a75a3bb298ebb,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/590e6636a3aa636bb3d6322f27d80bae116561f107583f40f08a75a3bb298ebb.sol,review_pending,1,CallToUnknown,3,^0.4.4,0,0,0,0,0,1,0,0,1,1,,,,-1
592c4e0bd27c929d96edcfded75dcdd397bac16d8091c901c012f415f0c025e0,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/592c4e0bd27c929d96edcfded75dcdd397bac16d8091c901c012f415f0c025e0.sol,review_pending,1,CallToUnknown,3,^0.4.18,0,0,0,0,0,1,0,0,1,1,,,,-1
5a2c74e83af0e47205855bbf6f407bedbcd720ceb7c4f2550a2fd7e8c64efcc6,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/5a2c74e83af0e47205855bbf6f407bedbcd720ceb7c4f2550a2fd7e8c64efcc6.sol,review_pending,1,CallToUnknown,3,^0.4.13,0,0,0,0,0,1,0,0,1,1,,,,-1
5a3aa1cc159e05ac37af491a8a62e5c6c74888cf881d266b345a10373855b966,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/5a3aa1cc159e05ac37af491a8a62e5c6c74888cf881d266b345a10373855b966.sol,review_pending,1,CallToUnknown,3,^0.4.4,0,0,0,0,0,1,0,0,1,1,,,,-1
5a88a60d6ea6d617dd3752e123e7aef08c7118d2ae90274c00f7aaeb61e96fa5,BCCC-SCsVul-2024/SourceCodes/IntegerUO/5a88a60d6ea6d617dd3752e123e7aef08c7118d2ae90274c00f7aaeb61e96fa5.sol,review_pending,1,IntegerUO,2,^0.4.16,0,0,0,0,0,0,0,1,0,1,,,,-1
5a94c5f77c52f502c9b5699e3461b766554bba2125575c222e8950c22e41a96b,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/5a94c5f77c52f502c9b5699e3461b766554bba2125575c222e8950c22e41a96b.sol,review_pending,1,CallToUnknown,3,^0.4.11,0,0,0,0,0,1,0,0,1,1,,,,-1
5aa93887b11211044e93149f0799a97aa0630d4dc7f98e0fe78929a0565b435e,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/5aa93887b11211044e93149f0799a97aa0630d4dc7f98e0fe78929a0565b435e.sol,review_pending,1,CallToUnknown,3,^0.4.11,0,0,0,0,0,1,0,0,1,1,,,,-1
5ad94a6633a6d385483e3c7f56ca958801f620f4f91b6ae3e31153f62caf1f05,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/5ad94a6633a6d385483e3c7f56ca958801f620f4f91b6ae3e31153f62caf1f05.sol,review_pending,1,CallToUnknown,3,^0.4.10,0,0,0,0,0,1,0,0,1,1,,,,-1
5ae33b4d38d06c4778d5a66cee19c192f9cb92b44b41656f1acc6a8123e33feb,BCCC-SCsVul-2024/SourceCodes/CallToUnknown/5ae33b4d38d06c4778d5a66cee19c192f9cb92b44b41656f1acc6a8123e33feb.sol,review_pending,1,CallToUnknown,3,^0.4.17,0,0,0,0,0,1,0,0,1,1,,,,-1
