md5_stem,CallToUnknown,DenialOfService,ExternalBug,GasException,IntegerUO,MishandledException,Reentrancy,Timestamp,TransactionOrderDependence,UnusedReturn
17bf0080715447b0fbda46a693321204,0,0,0,0,0,0,0,0,0,0
17c1b513053ebb330775b8c5bd2efb59,0,0,0,0,1,0,0,0,0,0
17c4d09a9beadc7087c16592e9000f5b,0,0,0,1,1,0,0,0,1,0
17c5498125f0cc48baa4e38da6082d9b,0,0,0,0,0,0,0,0,0,0
17c6732cc0836e3a991f3881a2231ef1,0,0,0,0,0,0,0,0,0,0
17c716345367dc24cee20d4562525e0b,0,0,0,1,1,1,0,0,0,1
17c77872bd3321789baba9ed3e66f8c4,0,0,0,0,0,0,0,0,0,0
17c9e670fec459c23ea3c5d9c734f26c,0,0,0,0,0,0,0,0,0,0
17cb3dec1aed8d4d14b9db5ed1730790,0,0,0,0,0,0,0,0,0,0
17cf12857b4fa0f613252b24f31324bc,0,0,0,1,1,0,1,0,1,1
17d02af64565eccc7d84eb366bc56a45,0,0,0,0,0,0,0,0,0,0
17d09ee3d9170d13272c8c53dd4df1ed,0,0,0,0,0,0,0,0,0,0
17d3031523e2fe44f31cf57f088ed82f,1,0,0,1,1,0,1,0,0,0
17d34a5f061771b25e64a47e30edbe72,0,0,0,0,0,0,0,0,0,0
17d4b5f34d2ac036347590085e872311,0,0,1,0,1,1,0,0,0,1
17d4c4ae6445b47409e12e5a19f80de7,0,0,1,0,1,0,0,0,0,0
17d60c16428fc73327e0262d66166b67,0,0,0,0,0,0,0,0,0,0
17d6318938c07db466d8667de758ad77,0,0,0,0,1,0,0,0,0,0
17d7d4de8975015eca117d7d3401793a,0,0,0,1,1,0,0,0,1,0
17d80b6d4484c288852167fa283bf9b6,0,0,0,0,0,0,0,0,0,0
17d831fcda2e20ccc61830d9ee9c7002,0,0,0,0,0,0,0,0,0,0
17d8de8c99650100816176a2f96daf67,0,0,0,0,1,1,0,0,0,0
17d9cf5d6fb4e88443714d39b6a013bf,0,0,0,0,1,0,0,0,0,0
17daa70a59938d1c129abcf2065af0dd,0,0,0,0,0,0,0,0,0,0
17dacdb776d46396153337b789c8f529,0,0,0,0,1,0,0,0,0,0
17dae992a95f20d3b84f632e64729df4,0,0,0,0,0,0,0,0,0,0
17db8dd3cd5172e3a02364887624baa6,0,0,0,0,1,1,0,0,0,0
17de1e1344fa8ca6b41e6238aab0312a,0,0,0,0,1,1,1,0,1,1
17deabc14c89686b4a679d2b52e8459b,0,0,0,0,0,0,0,0,0,0
17df5ddbe337fae1596edb77c050cec2,0,0,1,0,1,0,0,0,0,0
17e1a36c12ac9f71ad10657fdb18cc45,0,0,0,0,0,0,0,0,0,0
17e38407371cfbf11638179d7d1e2751,1,0,0,1,1,1,0,1,0,0
17e5655add856cb9c075abfc77a15305,0,0,0,0,1,0,1,0,1,0
17e6b81b3f46c40a4e7175f51d404736,0,0,0,0,0,0,0,0,0,0
17e736a36ce740394d46def8323e932a,0,0,0,0,0,0,0,0,0,0
17e79f9530c7b74190bc2e111e986f8c,0,0,1,1,1,1,1,0,1,0
17e7ad735dd1c4ec232fc4d9b35903e6,0,0,0,1,1,1,0,0,1,0
17ea8e9e1a1332c25b972c1aa324f8bb,0,0,0,0,1,1,0,0,0,0
17eaba82d7d87c147868fe6afd7d99d9,0,0,0,0,1,1,0,0,0,0
17ec48476852ba305b7ea81a4ae90883,0,0,0,0,0,0,0,0,0,0
17ed6a7e353e761274b0443e22d1c457,0,0,0,0,1,0,0,0,0,0
17ee9a286d85b20fdd75c088324f8732,0,0,0,0,0,0,0,0,0,0
17f029b3fe1bbaa1b9476809abe77385,0,0,0,0,0,0,0,0,0,0
17f113746657e36b9a666b0e6dc0624a,0,0,0,0,1,0,0,0,0,0
17f24dec8d31b9f1bca72f04c0ea1c61,0,0,0,0,0,0,0,0,0,0
17f3fd3bda78e8f5346ea35ed5d32c32,0,0,0,0,0,0,0,0,0,0
17f41a4318bcdd0eb18112d0bc467689,0,0,0,1,1,0,0,0,0,0
17f5365cf15a213ba6ce2d12f918d8e5,0,0,0,0,0,0,0,0,0,0
17f587bc5c171aa1db6fb74415b6507a,0,0,0,0,1,0,0,0,0,0
17f8a3883c721c23c2ebdb7b5784f07f,0,0,0,0,0,0,0,0,0,0
17f912082ca2717881ee435f965bbf8d,0,0,0,0,0,0,0,0,0,0
17fae840b02ef668ccd01b93a625c4d0,0,0,1,0,0,0,1,0,0,1
17fb9f7662ebe48fa135be7f6a552af9,0,0,0,0,1,1,0,0,0,1
17fbcf5987491f9d8c671822bb3e4245,0,0,0,0,1,1,0,0,0,0
17fc47bd19ae3dd71f018c97ba03405c,0,0,0,0,1,0,0,0,1,0
17fc4ce3a1a8d8ab077de1612279079e,0,0,0,1,0,0,1,1,0,0
17fd649022ec4ecc73cb0ea7e5c6daff,0,0,0,0,0,0,0,0,0,0
17fde5ffc999da6820588c329b4d18e0,0,0,1,0,0,0,1,0,0,1
17fe9e0a9f9b2c143860cb9b2edfb8b2,0,0,0,0,0,0,0,0,0,0
17ff583cfa316a4ecc7a93a9bed3daae,0,0,0,1,1,1,1,0,0,1
17ff83eb3899fe8a8ee47cae6ca0fc73,1,0,0,0,0,0,1,0,0,0
1801c2d164d13a37cab3a2fcbfc9c89d,0,0,1,0,1,1,0,0,0,1
180217118b14a9c0b20b134942234f35,0,0,0,0,1,1,0,0,0,0
18027b0b8d53c251002beafb6995bfba,0,0,1,0,0,0,1,0,0,1
18029306bc60590115366b9d899a4191,1,0,1,0,0,0,0,0,1,0
1803a57bb80a9690967d38b2e77f4d87,0,0,0,1,1,0,0,0,0,0
1804c7363d7fd5736e6091e87be7c54a,0,0,0,1,1,0,0,0,0,0
180637b50251bf8f466c545cef9a4cd6,0,0,0,0,1,0,0,0,0,0
18079806202a1e4723abae7188eab89d,0,0,1,0,0,0,1,0,0,1
180834ddd4c9cb362ad6a131eec862df,1,0,0,1,1,0,1,0,0,1
1808652453f0e67966310e18eef47d5c,0,0,0,0,0,0,0,0,0,0
1808e140538d88bdb55228b793744755,1,0,0,0,1,1,0,0,0,0
18095d1aa9d202a98e404b1fbb713dfa,0,0,0,0,0,0,0,0,0,0
180a07e1ffafb26ccaae5b74b8cde51a,1,0,0,1,1,0,0,0,0,0
180a9ff0866fc0ef80b6df393a7df86c,0,0,1,0,0,0,1,0,0,1
180aba57d34dc8f3e70d27c0c521bf58,1,0,0,0,0,0,1,0,0,0
180cda44d257927461c74a922892d400,0,0,0,0,0,0,0,0,0,0
180dc8d005ced577605df0130124ca63,0,0,0,0,0,0,0,0,0,0
1810cabe234c6dcb818949871a1a55de,0,0,0,1,1,1,0,0,0,0
1813293acc8898b26d23c300904689f2,1,0,0,0,0,0,1,0,0,0
181416646b8c785b58a1f9f03aae77d4,0,0,1,1,1,1,1,0,1,1
18167981aa7c130f57f2f767d7adb9b1,0,0,0,0,1,0,1,0,1,1
18180fd0be851b015cae087a86d8e253,0,0,0,0,1,1,0,0,0,0
18184a3744582001cb0ad235247d9f01,0,0,0,1,1,0,0,0,0,0
181b998dfc8cb8f0a09ba4d1b1908b9a,0,0,0,1,1,0,0,0,1,0
181bc1e8c2d724cfd171ad24a77fc8ec,1,0,0,0,0,0,1,0,0,0
181c093744ea9cbe7dd4946b2925d734,0,0,0,0,0,0,0,0,0,0
181c76ef30ea8624b4de2f0faefc106a,0,0,0,0,1,0,0,0,0,0
181df3acd94e81d3e6690ded95d05a21,0,0,0,0,0,0,0,0,0,0
181f22cbb323201250f90248b6ec9766,0,0,0,0,0,0,0,0,0,0
1820f701bf1812af5f07ad5802c77c99,0,0,0,0,1,0,0,0,0,0
182337aeee6a23c72575a38f58dec7de,0,0,0,0,0,0,0,0,0,0
182352d6ce05773e45389cb4cbc3da62,1,0,0,0,1,0,0,0,0,0
1823970658b74f87542d77d6d53f4fd5,0,0,0,0,0,0,0,0,0,0
1824475b977f8ed327846c34d355361f,0,0,1,0,0,0,1,0,0,1
1825f3d0dca9621aae0e8993ff3819c2,0,0,0,0,1,1,0,0,0,0
182950174e14c3c57e372ce31af1dae0,0,0,0,0,1,0,0,0,0,0
1829c96ccf450f4378129be95317d462,0,0,0,0,0,0,0,0,0,0
182ce0679438e058fd1ba0ac08ad8a5d,0,0,0,0,0,0,0,0,0,0
182d21e6f3e859ad62106ea425758d2f,0,0,0,0,0,0,0,0,0,0
182de318fa1cf57757ffecbfda05b820,0,0,0,0,0,0,0,0,0,0
182e1ece8b22c5530b3d9585f295f4fb,0,0,0,0,1,0,0,0,0,0
182e27e7737eb676c0562dde622174b7,0,0,0,0,1,1,0,0,0,0
182e4aca76358c0d15cd907235bc7010,0,0,0,0,0,0,0,0,0,0
182f8debcc4cb215b77b8786eeb71a94,0,0,0,0,0,0,0,0,0,0
1832fd87c88823a40cdef1d64abd2c1f,0,0,0,0,0,0,0,0,0,0
1834c7ffb382f232e29dc31c67687c55,0,0,0,1,1,1,0,0,1,0
1835139cf4fded52d4ceb9ad0f7db700,0,0,0,0,0,0,0,0,0,0
1836365cbac8f6f8a7f00be92e6f3623,0,0,1,0,0,0,1,0,0,0
18372cef947b1a42fc3148b074a588c6,0,0,0,1,1,0,1,0,0,1
18376665a75da774f9173c465f912a41,0,0,0,1,1,1,1,1,0,0
18386d6fa723d7c1f922b6d9cac2e6b5,0,0,0,0,0,0,0,0,0,0
183969684555ac11383e43504716f17d,0,0,0,0,1,1,0,0,0,0
18396f492585a362cdc9843943fa0d22,0,0,1,1,1,0,0,1,1,1
183a5583e679c36ea2bf2ac3275cda7f,0,0,0,0,1,1,0,0,0,0
183a90fddeeb4c1acc121287ae4793b0,0,0,0,0,1,0,0,0,0,0
183d146245fda2cd67df5a0f3dc7afc3,0,0,0,1,1,0,0,1,0,0
183e72675f67281b1b9be5dd59169164,0,0,0,0,0,0,0,0,0,0
183e72e6031972b34041d8c8b381ef5e,0,0,0,0,0,0,0,0,0,0
183eaadedc89723f1c500b569b268bd9,0,0,1,1,1,1,0,0,1,0
184314f3fa1966ef8d1c02fd9a100ea1,0,0,0,0,1,1,0,0,0,0
184339e936d5c408445ac520a59c47d9,0,0,0,0,0,0,0,0,0,0
1844f8707d8a1901d2f2a6f17695bad2,1,0,0,1,1,0,1,0,1,1
1845ac31c5c1b131b8d4a21fec71c610,0,0,0,1,1,1,0,0,0,0
184658a39c221a4d3d17d35e7840815a,0,0,0,0,0,0,0,0,0,0
1847669f6f20724305103e8ead30e4b8,0,0,0,0,0,0,0,0,0,0
1847a44b92d2433530280c5fea5a5a8e,0,0,0,0,0,0,0,0,0,0
1848931bb7e0b473d42a82b70adecbf7,0,0,0,0,1,0,0,0,0,0
1848b429f91abcaf0863c9a0fa3713af,0,0,0,0,0,0,0,0,0,0
184926b03106e757bb6d6f51e4240907,0,0,0,0,0,0,0,0,0,0
18494199907a2834699ab5870d7d1504,0,0,0,0,0,0,0,0,0,0
184bbb9fb7ea5d093fc76d9e32ebdbf8,0,0,0,0,0,0,0,0,0,0
184cc093d4e35115748d5435a7f7317a,0,0,0,1,0,0,0,0,0,0
184ccd0b7260d1888041c8d5925feb4e,0,0,0,0,0,0,0,0,0,0
184de126f8b56ee62c33f015806dfce6,0,0,0,0,0,0,0,0,0,0
184f70368eb4ed8d5c46ea8348e145d8,0,0,0,0,1,1,0,0,1,0
1852525ca722ff0c5e0ec88b5ed07799,1,0,0,1,1,0,1,1,0,0
1852e4d2ccee7f2123d0f253161d9479,0,0,0,0,0,0,0,0,0,0
18535152b19ab14a460615e2e9ed368d,0,0,0,0,0,0,0,0,0,0
1853a4af045b0f77855fe6de75023f04,0,0,0,0,0,0,0,0,0,0
1856643da7ec7a2a7009d309b74fd63d,0,0,1,0,0,0,1,0,0,1
1858b018c05e92a7a1e7b03260fd3557,0,0,0,0,0,0,0,0,0,0
185cb0d477d928996154409efb3ff8ec,0,0,0,0,1,0,1,0,0,0
185cd952f2779b28dddf79a57c53b833,0,0,0,1,1,0,0,0,0,0
185d45edd8b9ef2795d98f8259d3434c,0,0,0,1,1,0,1,0,0,0
185dd2c39ed0ca241428f43e24d25960,0,0,0,0,0,0,0,0,0,0
185dde9b094a4d8367bde28676439434,1,0,0,0,0,0,1,0,0,0
185f04b2948028f45885e81519166e2a,0,0,0,0,1,1,0,0,1,0
185f42f375ef7bfcf284c01b96016545,0,0,0,0,0,0,0,0,0,0
185f73797485c5f71482b82b1e12f149,0,0,0,0,0,0,0,1,0,0
1862b39398bc03af7c961b8816664bd2,0,0,0,1,0,0,0,0,0,0
1864e872981006474eae0375e28007ce,0,0,0,0,1,1,0,1,0,1
1865927e6489bb898185de2e80785209,0,0,0,1,1,0,0,0,0,0
1866a364efa1f12b91e9885a2bda0ce8,0,0,0,0,0,0,0,0,0,0
186743d968140988107b0f558535eaab,0,0,0,0,0,0,0,0,0,0
186839121653187c79f18ba10b697c85,0,0,0,0,0,0,0,0,0,0
186a41cb127d31d8df9cbf9df81def17,0,0,0,0,0,0,0,0,1,0
186d44b7f840258c2ab7915d2b5aa9ca,1,0,0,1,0,0,0,0,0,0
186d76e6bb489a1ec5673e08b2bb4cb3,0,0,0,0,0,0,0,0,0,0
186f511b3a0ce35b9ab5bc26ffb3982f,0,0,0,0,0,0,0,0,0,0
186f5bba80cea63acb8d6e6dfe3b5865,0,0,1,0,1,0,1,0,0,1
18710c4c561b7046bc13c0ebbb258db2,0,0,0,0,0,0,0,0,0,0
187140f76e95a2f894885113caa1d417,0,0,0,1,1,0,1,0,0,1
1871c31381f3626a22635ae6c31bf539,0,0,0,0,1,0,0,1,0,0
1871c7514a23e43903648828312e2ea9,0,0,0,0,1,0,0,0,0,0
1873340c9537897567723641203f9b07,0,0,0,0,0,0,0,0,0,0
18740519b9b7e42fa3a9261db0284cec,0,0,0,1,0,0,0,0,0,0
1876ccfbde0c39a7518000edefcee3d9,0,0,0,0,0,0,0,0,0,0
1876e70f8c245afb58eecdf142dd8284,0,0,0,0,0,0,0,0,0,0
18792a020fd587cb54eb2bae09cff2f1,0,0,0,0,0,0,0,0,0,0
187ac980a37e0a1e2a4702423ca115ba,0,0,0,1,0,0,0,0,0,0
187b1b65adb50cbfa080867b6fbffbee,0,0,1,1,1,1,1,0,0,1
187d676a4318b66df4079346949315ee,0,0,0,0,0,0,0,0,0,0
187ea480a0f656f1ac189c825c83e23f,1,0,0,1,1,1,0,1,0,0
187edc5d302ed07623d858edf0177f29,0,0,0,0,1,1,0,0,0,0
187f5ec0bb05adb651d211c1393eedfa,1,0,0,0,1,0,0,0,0,0
187f998de1436e90b38e93fc4a94b158,0,0,0,0,1,0,0,0,0,0
187f9dbbd8bbaae9be5339b02669fcbd,0,0,0,0,0,0,0,0,0,0
1880fc132cb87b799286c3c534efcd0b,0,0,0,0,1,0,0,0,0,0
1880feeca66eb099d36ca09f6d582b30,0,0,0,0,0,0,0,0,0,0
1882eae3be4455e740d937baaddc2d57,0,0,0,1,1,1,0,0,1,0
18838104fccfe603dfa76ab6d481726b,0,0,0,1,1,0,0,1,0,0
1884a80b0bc5066afd5c24471dc5f475,0,0,0,0,0,0,0,0,0,0
18857c8083fbbf84e41e34edcbb96a7f,0,0,0,0,0,0,0,0,0,0
1885f508979a5e5a69a358d7f55245c9,0,0,0,1,1,1,0,0,1,0
1887693b83af8b87432291d0961ea2a6,0,0,0,0,0,0,0,0,0,0
188849aefae54d075863b0e8a23a3055,0,0,1,0,1,0,0,1,1,0
18885b37ced4bdc403ce7c88f6ae50fd,0,0,0,0,0,0,0,0,0,0
188a9d6d674d28493bc33b905cd84a17,0,0,0,1,0,0,0,0,0,0
188c376139b78dbfd9ab9e2eebef7037,0,0,0,0,0,0,0,0,0,0
188cf509f36acc24ded37dbfa4739c72,0,0,0,0,0,0,0,0,0,0
188d0eb1ab000da7723fc22adc286646,0,0,0,1,1,0,1,0,0,0
188d61f6babc679d0db99716efdf953e,1,0,0,0,0,0,1,0,0,0
188dd8f5386080324b2c71411591941a,0,0,1,0,1,1,0,0,0,0
18936f73d221a95978db9054c7dac6c2,0,0,0,0,0,0,0,0,0,0
18937aa50e917ef769874e11f84b0d5d,0,0,0,0,1,0,0,0,0,0
1893afb72e950792267056de65f5db30,0,0,0,0,1,1,0,0,1,0
1894bac7e3e59a5cf9bf1da184b0300b,0,0,0,0,1,1,0,0,1,0
1894f1aca6cc66c9591d15a621d7a58b,0,0,0,0,0,0,0,0,0,0
18968d87e273a195324e2d9882e096e4,1,0,0,1,1,1,0,0,1,0
18976302b699126117e423be243304b0,0,0,0,0,0,0,0,0,0,0
1897a6aa6ddee5350b1b6aed58879f90,1,0,0,0,1,0,0,0,0,0
18986970df908cc69c5c77c26880a911,0,0,0,0,0,0,0,0,0,0
189882792688693a75c88db257972866,1,0,1,1,1,1,0,0,0,0
189a460ec22b5d9b4ce4539e4b692066,0,0,1,0,0,0,1,0,0,1
189aec9636e8deda07a87123ce4c9c81,0,0,0,0,0,0,0,0,0,0
189bed9daea3a9b49222792575a4e4bd,0,0,0,1,1,1,0,0,1,0
189c87cab5642cfc3e5dc92efb542a57,0,0,0,1,0,0,0,0,0,0
189d36dc7d25d31031a00bb530e0e62e,0,0,0,1,1,0,1,0,0,0
18a1ef98ed4ebf362b2fb64fc216ba34,0,0,1,0,0,0,1,0,0,1
18a3382cd20ba087932028dae0d9b9d5,0,0,0,0,0,0,0,0,0,0
18a349ebb2205d9af0b2c6f1d5ab6688,0,1,0,1,0,0,1,0,0,0
18a367df1d625ca0c3ed3c3811496476,0,0,1,0,1,0,0,0,1,0
18a5421f097780db21b30013efa71468,0,0,0,0,1,0,0,0,0,1
18a5bef340d219f1cfd6278d760fd670,0,0,0,0,0,0,0,0,0,0
18a65ce772b0d60d729767df800a3925,1,0,0,1,1,0,0,0,0,0
18a6bc7d475568fee5ca9e513f19d6cf,0,0,0,0,0,0,0,0,0,0
18af88b4202885b319e585ffa9484687,0,0,0,0,0,0,1,0,0,0
18b09933b910c28f24e8b8fdd3f29674,0,0,1,0,0,0,1,0,0,1
18b2ef507bcf94c438b619f697f2f278,0,0,0,1,1,0,1,0,1,0
18b51aa5b57d46985c03567b2f8c0625,0,0,0,0,1,1,0,0,0,0
18b6413c3ed1f91fb68be4895889259a,1,0,0,0,1,0,0,0,0,0
18b71d341a628a052d51b8d703bf1bac,0,0,0,0,1,1,0,0,0,0
18b795a4d0df3a0c41f0bf238a834d9a,0,0,0,0,0,0,0,0,0,0
18b8231669a37a6553ade5ce4d565a47,0,0,0,0,0,0,0,0,0,0
18b83b8bb8f9fe2ae5fd135e0bccc1a4,0,0,0,0,0,0,0,0,0,0
18b9250b961fe1297887870f1bf01f44,0,0,0,0,0,0,0,0,0,0
18ba7f3e89d60812f22b98e3dce18c54,0,0,0,0,0,0,0,0,0,0
18ba8354025ff6f3b05f7e7fdd32ee0c,0,0,0,0,1,1,0,0,0,0
18bd2755302983c3f3d94bf5e01db1bd,1,0,1,0,1,0,1,0,0,0
18c06e93739f274e9bea9f96cc1780d9,0,0,0,0,1,0,0,0,0,0
18c0f3488ea55436c90e6a12e6176b77,0,0,0,0,0,0,0,0,0,0
18c2431ccba3cff65cc8f663b6f529a0,0,0,1,0,1,0,0,0,0,0
18c26deb9c9c832774f044d77b7a0bc0,0,0,0,0,0,0,0,0,0,0
18c329f89ab4c4beaf433bddcf49d9d8,0,0,0,1,0,0,0,0,0,0
18c6a1fde51305b156c4e5dfed57e9bb,0,0,1,0,1,1,0,0,1,0
18c713e0ee8d4a7f73d6a7205b23acb2,0,0,0,0,0,0,0,0,0,0
18c92f126cb64b47774c31ea3dc0be57,0,0,0,0,0,0,0,0,0,0
18c9d1129deeeb980d441ca1059b7199,0,0,0,0,0,0,0,0,0,0
18ca7b2ff9d49223048389e6ab6c8065,0,0,0,0,1,0,0,0,0,0
18cba12a556197185f45b98f71174be8,0,0,0,0,1,1,0,0,0,0
18cc0af6ace5e8512a5ec6a68c566b56,0,0,0,0,1,0,0,0,0,0
18d05fc177e7c64ef74acfe50bf31b3c,0,0,0,1,1,0,1,0,0,1
18d1a4fb92b078025028bfe45aa9b26d,0,0,0,0,0,0,0,0,0,0
18d1fdfb9146448391da636f325fb4c2,1,0,0,1,1,1,1,0,0,0
18d27b3dfaacb1bb1f5b0fb5db1fd4fe,1,0,0,0,1,0,0,0,0,0
18d2dbb9ad21aaf045dd1e35704e6e7d,0,0,0,1,1,0,1,0,1,1
18d3649b1e9f35e6bfccfbb8020f2ea2,0,0,0,0,1,1,1,1,1,0
18d4d1dbaead14f4b98d4e205fd9bacf,0,0,0,0,1,0,0,0,0,0
18d75c885630927f7c8812c06536e51f,0,0,0,0,0,0,0,1,0,0
18d7a3448b21aa4b3ddf3f04eab12f18,0,0,0,0,0,0,0,0,0,0
18d7e01e696ab79225b7f4abe8036961,0,0,0,0,0,0,0,0,0,0
18d95463fb1b717d387fb800c9333642,0,0,0,0,0,0,0,0,0,0
18da1ebbbf58677d2cf6a823056a39f1,0,0,0,0,1,1,0,0,0,0
18dbd2babb287780c1f27a45732cca69,0,0,0,0,0,0,0,0,0,0
18dc3d9e761038e5e1baa4e7cebc2f7d,0,0,0,1,1,0,1,0,0,0
18dc782a504883dfa704a09f5d4daf80,0,0,0,1,1,1,0,1,1,0
18de51f67d5f8f952f277db9e93c6f90,0,0,0,0,1,0,0,1,1,0
18de702be41470f95da5172ca839a916,0,0,0,0,0,0,0,0,0,0
18e25b870dba97413a28f57aa13bf504,0,0,0,0,0,0,0,0,0,0
18e3255e14ba1dc7370139e355c9815b,0,0,0,0,0,0,0,1,0,0
18e3afe74a5fd8407da384e359c1db7a,0,0,0,1,1,0,1,0,1,0
18e3e638ceb49b9e4b867a34217a644c,0,0,1,1,1,1,0,0,0,0
18e4a78ebef1f456851f94904f5a8048,0,0,0,0,0,0,0,0,0,0
18e59744ff817ebafb9609f9c1916698,0,0,0,0,0,0,0,0,0,0
18e7db48c8a9e2b3a799dbb6cc25d863,0,0,0,0,1,0,0,0,0,0
18e88c2133ee0f1c3b5b0256277dea54,0,0,0,0,0,0,0,0,0,0
18e94858df6efa15426461d3fcfede8f,0,0,0,0,1,0,0,0,0,0
18eafda92f1130dcaa19b4bdbae8e2ef,0,0,0,0,0,0,0,0,0,0
18ec22c171e1743cb04ae71291b30e5e,0,0,1,0,1,0,0,0,0,0
18ed1fd9ab760714de05aa17a624f7c4,0,0,1,0,1,0,1,0,1,1
18ed9a41cf447f3744c5f6f085f3fccf,0,0,1,1,1,0,1,0,0,1
18edb4ee2940b8676a86a6c681467f45,0,0,0,0,0,0,0,0,0,0
18ee30ad0086b136e07e3b9e0b69dd2b,1,0,1,0,1,1,0,0,1,0
18ef226dbae7667317ea546653363cf9,0,0,0,0,1,0,0,0,0,1
18efcbb6ac996512f997e3e6c8f4a432,0,0,0,0,0,0,0,0,0,0
18f0f6750d7fbadac72858a69d568fd8,0,0,0,0,1,1,0,0,0,0
18f1b04ae6fceee0af23196bf33d7ace,0,0,0,1,1,1,0,0,1,0
18f3441e3bc92b1778da290998948424,0,0,0,0,1,0,0,1,0,0
18f3453c2e9875dd03d831d1022cc18d,1,0,1,0,1,0,0,0,0,0
18f379fe354c10ce5fc15340464b8605,0,0,0,0,0,0,0,1,1,0
18f5084d747e1a299693eeee72138424,0,0,0,1,1,1,1,1,1,0
18f6808c7af12b8ebfc8fa9627bf90b2,0,0,0,0,0,0,0,0,0,0
18f7084b903ed4927b15a6d789e106fd,0,0,0,0,0,0,0,0,0,0
18fac75d5c7c454b875b4a6a488f01b8,0,0,0,0,1,1,0,0,1,0
18fadb7e7520084c2d322b8d92705ea8,0,0,1,0,0,0,1,0,0,1
18fadcaee9054584d589174194cac579,0,0,0,0,1,0,1,0,1,0
18fb949e5e31f59a2325d60b7088a26d,0,0,0,0,1,1,0,0,0,0
18fbd10111ac91ec5ede7478e819e1b7,0,0,0,0,0,0,0,0,0,0
18fc0a1fe5d7bcd80337f2c222a5f10a,0,0,0,0,1,0,0,0,0,0
18ffa0b37c969a6e4961a1b9200be7a2,0,0,0,0,0,0,0,0,0,0
1900f016f8156e7b599a3a78887fc348,0,0,0,0,1,1,0,0,0,0
190140340667ff07730cf3b4a219f061,0,0,0,0,0,0,0,0,0,0
1901c98a4c4f32cc53554daeeb4eefc0,0,0,0,1,1,0,0,0,1,0
190231c220d9b6105ca7ade4c29be289,0,0,0,0,0,0,0,0,0,0
1902a372159b1e73f1b6c9736c7f2720,0,0,0,0,0,0,0,0,0,0
1903578568ab705d6fb6cda7472cf95d,0,0,0,0,0,0,0,0,0,0
1903aa04c11dee8d01144283b9dd8b2e,0,0,0,0,0,0,0,0,0,0
1903dc047fb6b980104c29101eb913dc,0,0,0,0,0,0,0,0,0,0
1906db95e4ef456a57ba4d1b9a9c1889,1,0,0,0,0,0,1,0,0,0
1908ee6e151f3202749cd4ea5650aa42,0,0,0,1,1,1,0,0,0,0
190a061607743d5cd19e4f1d59719a43,0,0,1,1,1,1,0,0,1,0
190a574bdfafd88c2af238f673a2e4b2,0,0,0,0,1,1,0,0,0,0
190a72920981142506a3509e7426861d,0,0,0,0,0,0,0,0,0,0
190a73710ae896150ee1a8211d251d2d,0,0,1,0,0,0,1,0,0,1
190ab45f637c04bd441c9d139cd2bd6f,1,0,0,1,1,1,0,1,1,0
190d85351b762ee64b523ff9bf675d1b,0,0,1,0,0,0,1,0,0,1
190e191e9c197a15850cdf08370d526d,0,0,1,0,0,0,1,0,0,1
190e3f02e4fd84726def718c5c354758,0,0,0,0,1,1,0,0,0,0
190f1fee4dfc353fc681dda2b2cec4ec,1,0,0,1,0,0,0,0,0,0
19103f4155df62127e5bce899e78dc51,0,0,0,0,0,0,0,0,0,0
19104f889d524efcf9b5b5d72b628aac,0,0,0,1,1,1,0,0,0,1
191142b70a000b9dbc987a08711072aa,1,0,0,1,1,0,0,0,0,0
1911ab0713ccbeca42ed064f67703575,0,0,0,0,1,0,0,0,0,0
1912702ab7ca75259affa0ee042abbb0,0,0,0,0,0,0,0,0,0,0
19133cbc3dff1c7e9bcd05eb346bacc8,1,0,0,1,0,0,0,0,0,0
19145ec3f6826ee0c807cb22a96dbb0e,0,0,0,0,0,0,0,0,0,0
1914bb604c2d0861c0c1916c2a69318c,1,0,0,0,1,0,0,0,0,0
1916313f46ec9ff3d1938cbe93bb543a,0,0,0,0,0,0,0,0,0,0
1916415e0ac835325728174713cb9614,0,0,0,0,0,0,0,0,0,0
19167f42291a1251f5aaf0aaf737bd5a,1,0,0,0,0,0,1,0,0,0
191953d4d97887a66a85f7ecfa2dbdc1,1,0,1,0,1,1,1,0,1,0
19198ae657318ebe30ffb38eaa5906c5,0,0,0,0,0,0,0,0,0,0
191a5b02588af42262920c5f85b3dc71,1,0,0,1,0,0,0,0,0,0
191a7200462cf714c9929f1d39ce461e,0,0,0,0,0,0,0,0,0,0
191a8d36ce0a026021a6bf251674024f,0,0,0,0,1,1,0,0,0,0
191c97eb108f2e69be35ad39fa82d356,0,0,0,0,1,1,1,1,0,0
191cb1f18db41ca90b8d255e95c17ee7,0,0,0,0,0,0,0,0,0,0
191d0fad440ff990278c39e427ae698a,0,0,0,0,0,0,0,0,0,0
191dac37e10ebc2317fca890dd214cf5,0,0,0,0,0,0,0,0,0,0
191e7ea73e89a6c0e9bc63f6cccb6932,0,0,0,0,1,0,0,0,0,0
191ec45e63a4e3c7ff011a0c0478b7bf,0,0,0,0,0,0,0,0,0,0
191ecc395751698bb52e1b5c18c6e055,0,0,0,0,0,0,0,0,0,0
191fe96fe51670cac383c2103e0cc035,1,0,0,0,1,0,0,0,0,0
1920dfd4451762df1c6504298c7635f1,0,0,0,1,1,1,0,0,1,0
19214cabe051dd0fa3f260d7043bc321,0,0,0,0,0,0,0,0,0,0
